% Flood Neural Network. Input-target-output data file.
% 1 - Input data
% 2 - Target data
% 3 - Output data

0 0.51 0.500673 
0.05 0.61 0.61539 
0.1 0.72 0.719374 
0.15 0.8 0.804469 
0.2 0.83 0.863224 
0.25 0.91 0.889533 
0.3 0.95 0.879095 
0.35 0.78 0.830085 
0.4 0.7 0.744437 
0.45 0.66 0.629466 
0.5 0.49 0.498461 
0.55 0.45 0.368591 
0.6 0.19 0.256316 
0.65 0.14 0.173186 
0.7 0.09 0.124652 
0.75 0.21 0.111666 
0.8 0.15 0.132957 
0.85 0.16 0.186482 
0.9 0.25 0.269774 
0.95 0.34 0.37953 
1 0.55 0.510957 

