% Flood Neural Network. Input-Target Data Set Object.
NumberOfSamples:
77
NumberOfInputVariables:
6
NumberOfTargetVariables:
1
NameOfInputVariables:
LCB Cp LWL/DIS^(1/3) BWL/Tc LWL/BWL Fn 
NameOfTargetVariables:
(Rr*1000)/(g*mh) 
UnitsOfInputVariables:
None None None None None None 
UnitsOfTargetVariables:
None 
DescriptionOfInputVariables:
None None None None None None 
DescriptionOfTargetVariables:
None 
InputAndTargetData:
-2.3 0.568 4.78 3.99 3.17 0.15 0.27 
-2.3 0.568 4.78 3.99 3.17 0.25 1.82 
-2.3 0.568 4.78 3.99 3.17 0.35 7.16 
-2.3 0.568 4.78 3.99 3.17 0.45 49.49 
-2.3 0.569 4.78 3.04 3.64 0.2 0.66 
-2.3 0.569 4.78 3.04 3.64 0.3 3.29 
-2.3 0.569 4.78 3.04 3.64 0.4 21.09 
-2.3 0.565 4.78 5.35 2.76 0.15 0.29 
-2.3 0.565 4.78 5.35 2.76 0.25 1.99 
-2.3 0.565 4.78 5.35 2.76 0.35 8.25 
-2.3 0.565 4.78 5.35 2.76 0.45 50.14 
-2.3 0.564 5.1 3.95 3.53 0.2 0.93 
-2.3 0.564 5.1 3.95 3.53 0.3 3.99 
-2.3 0.564 5.1 3.95 3.53 0.4 21.51 
-2.4 0.574 4.36 3.96 2.76 0.15 0.35 
-2.4 0.574 4.36 3.96 2.76 0.25 1.97 
-2.4 0.574 4.36 3.96 2.76 0.35 8.03 
-2.4 0.574 4.36 3.96 2.76 0.45 50.36 
-2.4 0.568 4.34 2.98 3.15 0.2 0.69 
-2.4 0.568 4.34 2.98 3.15 0.3 3.43 
-2.4 0.568 4.34 2.98 3.15 0.4 20.63 
-2.3 0.562 5.14 4.95 3.17 0.15 0.44 
-2.3 0.562 5.14 4.95 3.17 0.25 2.23 
-2.3 0.562 5.14 4.95 3.17 0.35 8.28 
-2.3 0.562 5.14 4.95 3.17 0.45 47.29 
-2.4 0.585 4.78 3.84 3.32 0.2 0.97 
-2.4 0.585 4.78 3.84 3.32 0.3 4.35 
-2.4 0.585 4.78 3.84 3.32 0.4 19.18 
-2.2 0.546 4.78 4.13 3.07 0.15 0.32 
-2.2 0.546 4.78 4.13 3.07 0.25 1.76 
-2.2 0.546 4.78 4.13 3.07 0.35 7.37 
-2.2 0.546 4.78 4.13 3.07 0.45 53.07 
0 0.565 4.77 3.99 3.15 0.2 0.79 
0 0.565 4.77 3.99 3.15 0.3 4.14 
0 0.565 4.77 3.99 3.15 0.4 24.13 
-5 0.565 4.77 3.99 3.15 0.15 0.18 
-5 0.565 4.77 3.99 3.15 0.25 1.83 
-5 0.565 4.77 3.99 3.15 0.35 7.87 
-5 0.565 4.77 3.99 3.15 0.45 51.77 
0 0.565 5.1 3.94 3.51 0.2 0.83 
0 0.565 5.1 3.94 3.51 0.3 3.76 
0 0.565 5.1 3.94 3.51 0.4 23.05 
-5 0.565 5.1 3.94 3.51 0.15 0.24 
-5 0.565 5.1 3.94 3.51 0.25 1.76 
-5 0.565 5.1 3.94 3.51 0.35 7.74 
-5 0.565 5.1 3.94 3.51 0.45 49.14 
-2.3 0.53 5.11 3.69 3.51 0.2 0.75 
-2.3 0.53 5.11 3.69 3.51 0.3 2.98 
-2.3 0.53 5.11 3.69 3.51 0.4 24.14 
-2.3 0.53 4.76 3.68 3.16 0.15 0.23 
-2.3 0.53 4.76 3.68 3.16 0.25 1.65 
-2.3 0.53 4.76 3.68 3.16 0.35 7.51 
-2.3 0.53 4.76 3.68 3.16 0.45 56.46 
-2.3 0.53 4.34 2.81 3.15 0.2 0.63 
-2.3 0.53 4.34 2.81 3.15 0.3 2.73 
-2.3 0.53 4.34 2.81 3.15 0.4 25.18 
0 0.6 4.78 4.24 3.15 0.15 0.18 
0 0.6 4.78 4.24 3.15 0.25 2.16 
0 0.6 4.78 4.24 3.15 0.35 10.36 
0 0.6 4.78 4.24 3.15 0.45 51.5 
-5 0.6 4.78 4.24 3.15 0.2 0.63 
-5 0.6 4.78 4.24 3.15 0.3 4.34 
-5 0.6 4.78 4.24 3.15 0.4 20.41 
0 0.53 4.78 3.75 3.15 0.15 0.32 
0 0.53 4.78 3.75 3.15 0.25 1.94 
0 0.53 4.78 3.75 3.15 0.35 9.45 
0 0.53 4.78 3.75 3.15 0.45 60.85 
-5 0.53 4.78 3.75 3.15 0.2 0.78 
-5 0.53 4.78 3.75 3.15 0.3 3.69 
-5 0.53 4.78 3.75 3.15 0.4 23.55 
-2.3 0.6 5.1 4.17 3.51 0.15 0.16 
-2.3 0.6 5.1 4.17 3.51 0.25 1.96 
-2.3 0.6 5.1 4.17 3.51 0.35 8.68 
-2.3 0.6 5.1 4.17 3.51 0.45 47.13 
-2.3 0.6 4.34 4.23 2.73 0.2 0.64 
-2.3 0.6 4.34 4.23 2.73 0.3 4.15 
-2.3 0.6 4.34 4.23 2.73 0.4 19.59 
