% Flood Neural Network. Input-Target Data Set Object.
NumberOfSamples:
375
NumberOfInputVariables:
5
NumberOfTargetVariables:
1
NameOfInputVariables:
Frequency AngleOfAttack ChordLength SuctionSideDisplacementThickness FreestreamSpeed 
NameOfTargetVariables:
ScaledSoundPressureLevel 
UnitsOfInputVariables:
(Hz) (º) (m) (m) (m/s) 
UnitsOfTargetVariables:
(dB) 
DescriptionOfInputVariables:
None None None None None
DescriptionOfTargetVariables:
None
InputAndTargetData:
1600 0 0.3048 71.3 0.00266337 127.591 
4000 0 0.3048 71.3 0.00266337 123.061 
10000 0 0.3048 71.3 0.00266337 115.391 
630 0 0.3048 55.5 0.00283081 127.696 
1600 0 0.3048 55.5 0.00283081 126.986 
4000 0 0.3048 55.5 0.00283081 121.106 
10000 0 0.3048 55.5 0.00283081 113.076 
315 0 0.3048 39.6 0.00310138 122.779 
800 0 0.3048 39.6 0.00310138 129.099 
2000 0 0.3048 39.6 0.00310138 123.689 
5000 0 0.3048 39.6 0.00310138 117.789 
12500 0 0.3048 39.6 0.00310138 109.619 
400 0 0.3048 31.7 0.00331266 125.045 
1000 0 0.3048 31.7 0.00331266 127.365 
2500 0 0.3048 31.7 0.00331266 120.755 
6300 0 0.3048 31.7 0.00331266 113.775 
1000 1.5 0.3048 71.3 0.00336729 125.992 
2500 1.5 0.3048 71.3 0.00336729 124.512 
6300 1.5 0.3048 71.3 0.00336729 118.122 
16000 1.5 0.3048 71.3 0.00336729 106.582 
630 1.5 0.3048 39.6 0.00392107 128.311 
1600 1.5 0.3048 39.6 0.00392107 122.211 
4000 1.5 0.3048 39.6 0.00392107 117.741 
10000 1.5 0.3048 39.6 0.00392107 108.991 
630 3 0.3048 71.3 0.00425727 129.354 
1600 3 0.3048 71.3 0.00425727 126.514 
4000 3 0.3048 71.3 0.00425727 120.264 
10000 3 0.3048 71.3 0.00425727 110.224 
800 3 0.3048 55.5 0.00452492 129.949 
2000 3 0.3048 55.5 0.00452492 123.069 
5000 3 0.3048 55.5 0.00452492 117.309 
315 3 0.3048 39.6 0.00495741 123.312 
800 3 0.3048 39.6 0.00495741 129.552 
2000 3 0.3048 39.6 0.00495741 120.532 
5000 3 0.3048 39.6 0.00495741 115.792 
400 3 0.3048 31.7 0.00529514 125.398 
1000 3 0.3048 31.7 0.00529514 126.838 
2500 3 0.3048 31.7 0.00529514 119.598 
6300 3 0.3048 31.7 0.00529514 109.718 
500 4 0.3048 71.3 0.00497773 130.715 
1250 4 0.3048 71.3 0.00497773 129.395 
3150 4 0.3048 71.3 0.00497773 121.775 
8000 4 0.3048 71.3 0.00497773 113.665 
315 4 0.3048 39.6 0.00579636 126.843 
800 4 0.3048 39.6 0.00579636 130.723 
2000 4 0.3048 39.6 0.00579636 120.963 
5000 4 0.3048 39.6 0.00579636 113.733 
2500 0 0.2286 71.3 0.00214345 128.354 
6300 0 0.2286 71.3 0.00214345 122.044 
16000 0 0.2286 71.3 0.00214345 114.984 
500 0 0.2286 55.5 0.00229336 123.78 
1250 0 0.2286 55.5 0.00229336 127.91 
3150 0 0.2286 55.5 0.00229336 125.16 
315 0 0.2286 39.6 0.00253511 121.055 
800 0 0.2286 39.6 0.00253511 130.205 
2000 0 0.2286 39.6 0.00253511 125.305 
5000 0 0.2286 39.6 0.00253511 122.175 
500 0 0.2286 31.7 0.0027238 126.675 
1250 0 0.2286 31.7 0.0027238 128.805 
3150 0 0.2286 31.7 0.0027238 123.445 
400 2 0.2286 71.3 0.00293031 125.116 
1000 2 0.2286 71.3 0.00293031 128.956 
2500 2 0.2286 71.3 0.00293031 127.006 
6300 2 0.2286 71.3 0.00293031 120.786 
500 2 0.2286 55.5 0.00313525 124.692 
1250 2 0.2286 55.5 0.00313525 128.762 
3150 2 0.2286 55.5 0.00313525 123.742 
315 2 0.2286 39.6 0.00346574 120.137 
800 2 0.2286 39.6 0.00346574 129.037 
2000 2 0.2286 39.6 0.00346574 122.797 
5000 2 0.2286 39.6 0.00346574 118.827 
500 2 0.2286 31.7 0.00372371 126.677 
1250 2 0.2286 31.7 0.00372371 128.677 
3150 2 0.2286 31.7 0.00372371 121.527 
500 4 0.2286 71.3 0.00400603 126.758 
1250 4 0.2286 71.3 0.00400603 131.718 
3150 4 0.2286 71.3 0.00400603 124.108 
8000 4 0.2286 71.3 0.00400603 112.848 
20000 4 0.2286 71.3 0.00400603 109.638 
800 4 0.2286 55.5 0.0042862 131.864 
2000 4 0.2286 55.5 0.0042862 124.254 
5000 4 0.2286 55.5 0.0042862 120.034 
400 4 0.2286 39.6 0.00473801 123.879 
1000 4 0.2286 39.6 0.00473801 129.969 
2500 4 0.2286 39.6 0.00473801 119.649 
6300 4 0.2286 39.6 0.00473801 114.249 
400 4 0.2286 31.7 0.00509068 126.149 
