% Flood Neural Network. Input-Target Data Set Object.
NumberOfSamples:
154
NumberOfInputVariables:
6
NumberOfTargetVariables:
1
NameOfInputVariables:
LCB Cp LWL/DIS^(1/3) BWL/Tc LWL/BWL Fn 
NameOfTargetVariables:
(Rr*1000)/(g*mh) 
UnitsOfInputVariables:
None None None None None None 
UnitsOfTargetVariables:
None 
DescriptionOfInputVariables:
None None None None None None 
DescriptionOfTargetVariables:
None 
InputAndTargetData:
-2.3 0.568 4.78 3.99 3.17 0.125 0.11 
-2.3 0.568 4.78 3.99 3.17 0.175 0.47 
-2.3 0.568 4.78 3.99 3.17 0.225 1.18 
-2.3 0.568 4.78 3.99 3.17 0.275 2.61 
-2.3 0.568 4.78 3.99 3.17 0.325 4.99 
-2.3 0.568 4.78 3.99 3.17 0.375 11.93 
-2.3 0.568 4.78 3.99 3.17 0.425 32.75 
-2.3 0.569 4.78 3.04 3.64 0.125 0.04 
-2.3 0.569 4.78 3.04 3.64 0.175 0.37 
-2.3 0.569 4.78 3.04 3.64 0.225 1.06 
-2.3 0.569 4.78 3.04 3.64 0.275 2.33 
-2.3 0.569 4.78 3.04 3.64 0.325 4.61 
-2.3 0.569 4.78 3.04 3.64 0.375 11.99 
-2.3 0.569 4.78 3.04 3.64 0.425 35.01 
-2.3 0.565 4.78 5.35 2.76 0.125 0.09 
-2.3 0.565 4.78 5.35 2.76 0.175 0.56 
-2.3 0.565 4.78 5.35 2.76 0.225 1.31 
-2.3 0.565 4.78 5.35 2.76 0.275 2.94 
-2.3 0.565 4.78 5.35 2.76 0.325 5.54 
-2.3 0.565 4.78 5.35 2.76 0.375 13.08 
-2.3 0.565 4.78 5.35 2.76 0.425 33.14 
-2.3 0.564 5.1 3.95 3.53 0.125 0.2 
-2.3 0.564 5.1 3.95 3.53 0.175 0.65 
-2.3 0.564 5.1 3.95 3.53 0.225 1.37 
-2.3 0.564 5.1 3.95 3.53 0.275 2.83 
-2.3 0.564 5.1 3.95 3.53 0.325 5.19 
-2.3 0.564 5.1 3.95 3.53 0.375 12.86 
-2.3 0.564 5.1 3.95 3.53 0.425 33.97 
-2.4 0.574 4.36 3.96 2.76 0.125 0.2 
-2.4 0.574 4.36 3.96 2.76 0.175 0.65 
-2.4 0.574 4.36 3.96 2.76 0.225 1.37 
-2.4 0.574 4.36 3.96 2.76 0.275 2.83 
-2.4 0.574 4.36 3.96 2.76 0.325 5.19 
-2.4 0.574 4.36 3.96 2.76 0.375 12.86 
-2.4 0.574 4.36 3.96 2.76 0.425 33.97 
-2.4 0.568 4.34 2.98 3.15 0.125 0.12 
-2.4 0.568 4.34 2.98 3.15 0.175 0.43 
-2.4 0.568 4.34 2.98 3.15 0.225 1.09 
-2.4 0.568 4.34 2.98 3.15 0.275 2.46 
-2.4 0.568 4.34 2.98 3.15 0.325 4.62 
-2.4 0.568 4.34 2.98 3.15 0.375 11.56 
-2.4 0.568 4.34 2.98 3.15 0.425 34.5 
-2.3 0.562 5.14 4.95 3.17 0.125 0.28 
-2.3 0.562 5.14 4.95 3.17 0.175 0.7 
-2.3 0.562 5.14 4.95 3.17 0.225 1.57 
-2.3 0.562 5.14 4.95 3.17 0.275 3.09 
-2.3 0.562 5.14 4.95 3.17 0.325 5.82 
-2.3 0.562 5.14 4.95 3.17 0.375 12.8 
-2.3 0.562 5.14 4.95 3.17 0.425 32.34 
-2.4 0.585 4.78 3.84 3.32 0.125 0.2 
-2.4 0.585 4.78 3.84 3.32 0.175 0.64 
-2.4 0.585 4.78 3.84 3.32 0.225 1.36 
-2.4 0.585 4.78 3.84 3.32 0.275 2.91 
-2.4 0.585 4.78 3.84 3.32 0.325 5.79 
-2.4 0.585 4.78 3.84 3.32 0.375 12.15 
-2.4 0.585 4.78 3.84 3.32 0.425 30.09 
-2.2 0.546 4.78 4.13 3.07 0.125 0.15 
-2.2 0.546 4.78 4.13 3.07 0.175 0.55 
-2.2 0.546 4.78 4.13 3.07 0.225 1.24 
-2.2 0.546 4.78 4.13 3.07 0.275 2.49 
-2.2 0.546 4.78 4.13 3.07 0.325 4.83 
-2.2 0.546 4.78 4.13 3.07 0.375 12.76 
-2.2 0.546 4.78 4.13 3.07 0.425 35.64 
0 0.565 4.77 3.99 3.15 0.125 0.11 
0 0.565 4.77 3.99 3.15 0.175 0.49 
0 0.565 4.77 3.99 3.15 0.225 1.28 
0 0.565 4.77 3.99 3.15 0.275 2.88 
0 0.565 4.77 3.99 3.15 0.325 5.96 
0 0.565 4.77 3.99 3.15 0.375 14.93 
0 0.565 4.77 3.99 3.15 0.425 38.12 
-5 0.565 4.77 3.99 3.15 0.125 0.07 
-5 0.565 4.77 3.99 3.15 0.175 0.4 
-5 0.565 4.77 3.99 3.15 0.225 1.14 
-5 0.565 4.77 3.99 3.15 0.275 2.77 
-5 0.565 4.77 3.99 3.15 0.325 5.41 
-5 0.565 4.77 3.99 3.15 0.375 12.71 
-5 0.565 4.77 3.99 3.15 0.425 34.58 
0 0.565 5.1 3.94 3.51 0.125 0.08 
0 0.565 5.1 3.94 3.51 0.175 0.5 
0 0.565 5.1 3.94 3.51 0.225 1.28 
0 0.565 5.1 3.94 3.51 0.275 2.68 
0 0.565 5.1 3.94 3.51 0.325 5.57 
0 0.565 5.1 3.94 3.51 0.375 14.24 
0 0.565 5.1 3.94 3.51 0.425 35.46 
-5 0.565 5.1 3.94 3.51 0.125 0.08 
-5 0.565 5.1 3.94 3.51 0.175 0.45 
-5 0.565 5.1 3.94 3.51 0.225 1.19 
-5 0.565 5.1 3.94 3.51 0.275 2.59 
-5 0.565 5.1 3.94 3.51 0.325 5.27 
-5 0.565 5.1 3.94 3.51 0.375 12.4 
-5 0.565 5.1 3.94 3.51 0.425 33.23 
-2.3 0.53 5.11 3.69 3.51 0.125 0.08 
-2.3 0.53 5.11 3.69 3.51 0.175 0.46 
-2.3 0.53 5.11 3.69 3.51 0.225 1.11 
-2.3 0.53 5.11 3.69 3.51 0.275 2.17 
-2.3 0.53 5.11 3.69 3.51 0.325 4.42 
-2.3 0.53 5.11 3.69 3.51 0.375 14.11 
-2.3 0.53 5.11 3.69 3.51 0.425 37.95 
-2.3 0.53 4.76 3.68 3.16 0.125 0.1 
-2.3 0.53 4.76 3.68 3.16 0.175 0.47 
-2.3 0.53 4.76 3.68 3.16 0.225 1.15 
-2.3 0.53 4.76 3.68 3.16 0.275 2.28 
-2.3 0.53 4.76 3.68 3.16 0.325 4.41 
-2.3 0.53 4.76 3.68 3.16 0.375 13.77 
-2.3 0.53 4.76 3.68 3.16 0.425 37.38 
-2.3 0.53 4.34 2.81 3.15 0.125 0.05 
-2.3 0.53 4.34 2.81 3.15 0.175 0.35 
-2.3 0.53 4.34 2.81 3.15 0.225 1.01 
-2.3 0.53 4.34 2.81 3.15 0.275 2.05 
-2.3 0.53 4.34 2.81 3.15 0.325 3.87 
-2.3 0.53 4.34 2.81 3.15 0.375 13.96 
-2.3 0.53 4.34 2.81 3.15 0.425 41.34 
0 0.6 4.78 4.24 3.15 0.125 0.03 
0 0.6 4.78 4.24 3.15 0.175 0.4 
0 0.6 4.78 4.24 3.15 0.225 1.3 
0 0.6 4.78 4.24 3.15 0.275 3.35 
0 0.6 4.78 4.24 3.15 0.325 7.14 
0 0.6 4.78 4.24 3.15 0.375 15.25 
0 0.6 4.78 4.24 3.15 0.425 34.62 
-5 0.6 4.78 4.24 3.15 0.125 0.06 
-5 0.6 4.78 4.24 3.15 0.175 0.34 
-5 0.6 4.78 4.24 3.15 0.225 1.13 
-5 0.6 4.78 4.24 3.15 0.275 2.84 
-5 0.6 4.78 4.24 3.15 0.325 6.2 
-5 0.6 4.78 4.24 3.15 0.375 12.49 
-5 0.6 4.78 4.24 3.15 0.425 32.46 
0 0.53 4.78 3.75 3.15 0.125 0.16 
0 0.53 4.78 3.75 3.15 0.175 0.59 
0 0.53 4.78 3.75 3.15 0.225 1.37 
0 0.53 4.78 3.75 3.15 0.275 2.62 
0 0.53 4.78 3.75 3.15 0.325 5.45 
0 0.53 4.78 3.75 3.15 0.375 16.31 
0 0.53 4.78 3.75 3.15 0.425 41.77 
-5 0.53 4.78 3.75 3.15 0.125 0.09 
-5 0.53 4.78 3.75 3.15 0.175 0.47 
-5 0.53 4.78 3.75 3.15 0.225 1.21 
-5 0.53 4.78 3.75 3.15 0.275 2.62 
-5 0.53 4.78 3.75 3.15 0.325 5.07 
-5 0.53 4.78 3.75 3.15 0.375 13.73 
-5 0.53 4.78 3.75 3.15 0.425 37.14 
-2.3 0.6 5.1 4.17 3.51 0.125 0.01 
-2.3 0.6 5.1 4.17 3.51 0.175 0.39 
-2.3 0.6 5.1 4.17 3.51 0.225 1.24 
-2.3 0.6 5.1 4.17 3.51 0.275 3.04 
-2.3 0.6 5.1 4.17 3.51 0.325 6.31 
-2.3 0.6 5.1 4.17 3.51 0.375 12.39 
-2.3 0.6 5.1 4.17 3.51 0.425 31.77 
-2.3 0.6 4.34 4.23 2.73 0.125 0.04 
-2.3 0.6 4.34 4.23 2.73 0.175 0.36 
-2.3 0.6 4.34 4.23 2.73 0.225 1.02 
-2.3 0.6 4.34 4.23 2.73 0.275 2.63 
-2.3 0.6 4.34 4.23 2.73 0.325 6 
-2.3 0.6 4.34 4.23 2.73 0.375 12.27 
-2.3 0.6 4.34 4.23 2.73 0.425 30.48 
