% Flood Neural Network. Random Search Training History.
ElapsedTimeHistory:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 
FreeParametersHistory:
-1.42178 -1.69103 0.1307 -0.881033 -0.624394 -1.44879 -0.070149 0.145077 1.64592 1.69017 
0.97699 -0.108643 -0.761841 -0.990662 -0.982178 -0.244263 0.0632935 0.142334 0.203491 0.214294 
-0.667542 0.32605 -0.0984497 -0.295776 -0.885925 0.215332 0.566589 0.605164 0.0397339 -0.396118 
0.751892 0.453308 0.911743 0.851379 0.0786743 -0.715332 -0.0758667 -0.529358 0.724426 -0.580811 
0.559265 0.687256 0.99353 0.999329 0.222961 -0.215149 -0.46759 -0.405457 0.680237 -0.952515 
-0.248291 -0.814758 0.35437 -0.887573 -0.982422 0.837524 -0.448242 -0.454224 0.175781 0.382324 
0.675171 0.452942 -0.0301514 -0.589294 0.487427 -0.0631104 -0.0841064 0.898254 0.488831 -0.783447 
0.198059 -0.229553 0.469971 0.217896 0.144775 -0.277344 -0.696899 -0.549805 -0.149719 0.605713 
0.0341797 0.979919 0.503052 -0.308899 -0.662048 0.314575 -0.0162354 -0.872925 0.399475 0.00958252 
-0.705017 0.899109 -0.716858 0.810181 0.385742 -0.393921 -0.146912 -0.859253 0.933167 0.366333 
-0.693542 0.754456 0.643311 0.164063 -0.61731 -0.644226 0.634338 -0.0494995 -0.688904 0.0078125 
0.463989 -0.188843 -0.440857 0.137451 0.364441 0.511658 0.443787 -0.0494385 -0.753967 -0.264404 
0.669312 -0.92981 0.0339966 0.325928 -0.147583 -0.790649 0.898621 0.842712 0.0990601 -0.308044 
-0.0565796 -0.250061 0.693909 -0.366272 -0.0878296 -0.456238 0.965881 -0.404419 0.478333 0.134521 
-0.608032 0.522583 0.678833 -0.204712 0.00177002 0.780273 -0.945068 0.989197 0.145142 -0.898987 
0.0626221 -0.611877 0.686035 0.253479 0.315186 -0.604309 0.684265 -0.753357 -0.780151 0.486206 
-0.371887 0.88208 -0.427856 -0.327393 -0.719482 0.466125 0.669189 0.415955 0.200439 0.494385 
-0.494568 -0.71106 -0.996765 -0.877991 0.612427 0.7052 -0.578857 -0.768799 0.106384 -0.971497 
-0.772461 -0.0910034 0.504395 0.372253 0.086853 -0.852234 -0.126587 -0.59613 0.392395 -0.419312 
-0.126648 -0.535156 0.155701 0.0651245 0.257324 -0.679626 0.00823975 0.926025 0.391479 0.849548 
